,span position,theta,chord,aoa,diameter,airfoil,absolute aoa,induced aoa,local cl,weight,local lift,dihedral position,M,EI,EA,M_zerolift,M_EI_zerolift,zerolift deflection angle,zerolift deflection,total zerolift deflection,zerolift strain,strain,wire load,axial force,total load,M_EI,deflection angle,deflection,total deflection
0.03333333333333333,0.5333333333333333,1.537455610181162,1.05,4.8,0.10101,1.0,11.152999999999999,0.48161885438873947,1.1502845500207697,0.03436824575765248,1.9444438411228644,0.0372034526635335,11.07866377405854,48658.2086968592,22788831.978144325,-502.7296275693891,-0.010331856454095883,-0.005737405997419435,-0.001550101140014831,0.035653351523518666,-0.0005218104102141126,6.722262507761741e-05,0.0,1269.8729700875767,1.6076350326978701,0.00022768334615601353,0.00025759749856171896,8.134535397253755e-05,0.03728479801750603
0.03666666666666667,0.5866666666666667,1.5341184350844126,1.05,4.8,0.10101,1.0,11.152999999999999,0.4819844684774971,1.1502451399170701,0.03436824575765248,1.9443772210451036,0.040923797929886846,8.919554829283781,48658.2086968592,22788831.978144325,-498.65524925820444,-0.010248121799239021,-0.006286205417508366,-0.001870730777746239,0.03905306715214061,-0.0005175813914705668,6.498156852875831e-05,0.0,1269.8729700875767,1.6075684126201093,0.00018331038211563927,0.0002685573313156297,9.537614943593352e-05,0.041019174079322776
0.04,0.64,1.5307812599876631,1.05,4.8,0.10101,1.0,11.152999999999999,0.4823500825662548,1.1502057298133703,0.03436824575765248,1.944310600967343,0.044644143196240195,6.845520931854062,48658.2086968592,22788831.978144325,-494.59883408346906,-0.01016475631408508,-0.006830548833863676,-0.0022205108911161602,0.04242363230512403,-0.000513371017642867,6.282881599645128e-05,0.0,1269.8729700875767,1.6075017925423487,0.00014068583935141716,0.0002771972305547512,0.00010992960441914368,0.044754072800659336
0.043333333333333335,0.6933333333333334,1.5274440848909137,1.05,4.8,0.10101,1.0,11.152999999999999,0.4827156966550124,1.1501663197096705,0.03436824575765248,1.9442439808895833,0.048364488462593544,4.856712489298441,48658.2086968592,22788831.978144325,-490.560382045183,-0.01008175999863406,-0.007370455935536186,-0.00259920435163349,0.04576528411096006,-0.0005091792887310132,6.076452359684727e-05,0.0,1269.8729700875767,1.607435172464589,9.981280896622758e-05,0.0002836105278432217,0.00012488447797642295,0.048489372940569965
0.04666666666666667,0.7466666666666667,1.5241069097941642,1.05,4.8,0.10101,1.0,11.152999999999999,0.4830813107437701,1.150126909605971,0.03436824575765248,1.9441773608118225,0.05208483372894689,2.9532735826550933,42621.698000815915,20095824.098994326,-486.5398931433463,-0.011415309946920284,-0.007943711134084302,-0.003007582140156703,0.04907725158879019,-0.000576530228869209,6.669039857021699e-05,0.0,1269.8729700875767,1.6073685523868282,6.929037840300398e-05,0.0002881199461730679,0.00014013062395019067,0.052224964352897085
0.05,0.8,1.5207697346974145,1.05,4.8,0.10101,1.0,11.152999999999999,0.4834469248325277,1.1500874995022712,0.032999609317217085,1.9441107407340619,0.05580517899530024,1.1353312093529269,42621.698000815915,20095824.098994326,-482.53736737795896,-0.011321401774484012,-0.008550023446655083,-0.0034474150623097534,0.05235776393299049,-0.0005717873966203151,6.453620988533943e-05,0.0,1269.8729700875767,1.6207145694253344,2.6637399789449802e-05,0.0002906780202582,0.00015556523638835781,0.0559607442316886
0.05333333333333334,0.8533333333333334,1.517432559600665,1.05,4.8,0.10101,1.0,11.152999999999999,0.4838125389212854,1.1500480893985714,0.032999609317217085,1.9440441206563013,0.0595255242616536,-0.5966269856060104,42621.698000815915,20095824.098994326,-478.5524470786978,-0.011227906665509591,-0.009151338338388246,-0.0039194513765775756,0.05560607288507602,-0.0005670654261415619,6.248390899777915e-05,0.0,1269.8729700875767,1.6206479493475738,-1.3998198419842142e-05,0.0002910150656280562,0.00017107705201199131,0.05969660131366559
0.05666666666666667,0.9066666666666667,1.5140953845039156,1.05,4.8,0.10101,1.0,11.152999999999999,0.484178153010043,1.1500086792948716,0.032999609317217085,1.9439775005785407,0.06324586952800694,-2.2421001164234826,42621.698000815915,20095824.098994326,-474.5847745752398,-0.01113481622825432,-0.009747677615555284,-0.0044234251353494035,0.05882244439265753,-0.0005623638936079845,6.053408943708625e-05,0.0,1269.8729700875767,1.6205813292698132,-5.260466432802751e-05,0.000289238989288113,0.0001865504934764225,0.06343242002148336
0.060000000000000005,0.9600000000000001,1.510758209407166,1.05,4.8,0.10101,1.0,11.152999999999999,0.4845437670988007,1.149969269191172,0.032999609317217085,1.9439069547800831,0.0669662147943603,-3.8009522892858354,42621.698000815915,20095824.098994326,-470.63434986758494,-0.011042130462718203,-0.010339062860647884,-0.004959071548048154,0.06200714324631214,-0.0005576827990195828,5.8686912231971006e-05,0.0,1269.8729700875767,1.6205107834713557,-8.917880956345458e-05,0.0002854580966510068,0.0002018757491014657,0.06716809054346176
0.06333333333333334,1.0133333333333334,1.507419959039067,1.05,4.8,0.10101,1.0,11.152999999999999,0.48495247026351884,1.1499252144498497,0.03299960931721702,1.9438123017544986,0.07068656006071365,-5.273055055818741,42621.698000815915,20095824.098994326,-466.7011729557332,-0.010949849368901235,-0.010925515656157736,-0.005526126975162971,0.06516043308555068,-0.0005530221423763569,5.694252958859717e-05,0.0,1269.8729700875767,1.6204161304457718,-0.0001237176204410673,0.0002797808585175529,0.00021694878790596062,0.07090350884861961
0.06666666666666667,1.0666666666666667,1.5040761808717884,1.05,4.8,0.10101,1.0,11.152999999999999,0.485582687522163,1.149857282364407,0.03299960931721716,1.943697467222502,0.074406905327067,-6.658288066818415,42621.698000815915,20095824.098994326,-462.78524383968465,-0.01085797294680342,-0.011507057584576525,-0.006124328928249217,0.06828257639881778,-0.0005483819236783068,5.530108411593676e-05,0.0,1269.8729700875767,1.620301295913774,-0.00015621827330039627,0.00027231590135111383,0.00023167136816912504,0.07463857669523612
0.07,1.12,1.50073240270451,1.05,4.8,0.10101,1.0,11.152999999999999,0.4862129047808071,1.1497893502789645,0.03299960931721702,1.9435826326904888,0.07812725059342035,-7.956539515929145,42621.698000815915,20095824.098994326,-458.88656251943917,-0.010766501196424756,-0.012083710228395945,-0.006753416069928485,0.07137383452349186,-0.0005437621429254323,5.376270830002999e-05,0.0,1269.8729700875767,1.620186461381762,-0.0001866781449152221,0.000263171996865364,0.0002459510454548978,0.07837320163887525
0.07333333333333333,1.1733333333333333,1.4973886245372314,1.05,4.8,0.10101,1.0,11.152999999999999,0.4868431220394512,1.1497214181935218,0.03299960931721716,1.9434677981584922,0.08184759585977369,-9.167705506272604,42621.698000815915,20095824.098994326,-455.0051289949968,-0.010675434117765241,-0.012655495170107677,-0.00741312821388858,0.07443446764588511,-0.0005391628001177335,5.232752525450408e-05,0.0,1269.8729700875767,1.620071626849764,-0.00021509479763328775,0.0002524580517307371,0.0002597011800841272,0.08210729703985782
0.07666666666666667,1.2266666666666668,1.494044846369953,1.05,4.8,0.10101,1.0,11.152999999999999,0.4874733392980953,1.1496534861080792,0.03299960931721702,1.9433529636264795,0.08556794112612705,-10.291689521090596,42621.698000815915,20095824.098994326,-451.1409432663576,-0.01058477171082488,-0.013222433992203415,-0.008103206324883544,0.07746473480124351,-0.0005345838952552106,5.0995649347840386e-05,0.0,1269.8729700875767,1.6199567923177527,-0.00024146596695639812,0.00024028309800834546,0.0002728409440771694,0.08584078207020422
0.08,1.28,1.4907010682026745,1.05,4.8,0.10101,1.0,11.152999999999999,0.4881035565567394,1.1495855540226365,0.03299960931721716,1.943238129094483,0.08928828639248039,-11.32840243192441,42621.698000815915,20095824.098994326,-447.29400533352157,-0.01049451397560367,-0.013784548277174843,-0.008823392518733628,0.08046489387374677,-0.0005300254283378634,4.976718619368216e-05,0.0,1269.8729700875767,1.6198419577857548,-0.0002657895617323258,0.0002267562839099795,0.00028529532759499136,0.08957358172007539
0.08333333333333334,1.3333333333333335,1.487357290035396,1.05,4.8,0.10101,1.0,11.152999999999999,0.4887337738153835,1.1495176219371939,0.03299960931721702,1.9431232945624697,0.09300863165883375,-12.277762506168102,42621.698000815915,20095824.098994326,-443.46431519648866,-0.010404660912101609,-0.01434185960751365,-0.009573430062325323,0.08343520159650843,-0.0005254873993656918,4.8642232641884204e-05,0.0,1269.8729700875767,1.619727123253743,-0.00028806366433202794,0.00021198686454826338,0.0002969951448872112,0.09330562680372095
0.08666666666666667,1.3866666666666667,1.4840135118681175,1.05,4.8,0.10101,1.0,11.152999999999999,0.4893639910740276,1.1494496898517512,0.03299960931721716,1.9430084600304731,0.09672897692518709,-13.139695413994955,42621.698000815915,20095824.098994326,-439.6518728552589,-0.010315212520318702,-0.014894389565711525,-0.010353063373611327,0.08637591355157576,-0.000520969808338696,4.762087677030532e-05,0.0,1269.8729700875767,1.6196122887217448,-0.0003082865308121563,0.00019608419267775183,0.0003078770397465716,0.09703685396493365
0.09000000000000001,1.4400000000000002,1.480669733700839,1.05,4.8,0.10101,1.0,11.152999999999999,0.4899942083326717,1.1493817577663086,0.03299960931721702,1.9428936254984603,0.10044932219154044,-13.91413423465664,42621.698000815915,20095824.098994326,-435.8566783098322,-0.010226168800254943,-0.015442159734260157,-0.011162038021610574,0.08928728416992987,-0.0005164726552568759,4.670319787734406e-05,0.0,1269.8729700875767,1.6194974541897336,-0.0003264565910628497,0.00017915770942775164,0.0003178834904693851,0.10076720568200982
0.09333333333333334,1.4933333333333334,1.4773259555335607,1.05,4.8,0.10101,1.0,11.152999999999999,0.49062442559131586,1.149313825680866,0.03299960931721716,1.942758271990625,0.10416966745789379,-14.601019462154445,42621.698000815915,20095824.098994326,-432.07873156020867,-0.010137529751910337,-0.01598519169565123,-0.01200010072640821,0.09216956673148557,-0.0005119959401202316,4.5889266475218485e-05,0.0,1269.8729700875767,1.6193621006818968,-0.00034257244894079385,0.00016131693502765453,0.00032696281432152924,0.10449663027221531
0.09666666666666668,1.5466666666666669,1.4739745441087078,1.05,4.8,0.10101,1.0,11.152999999999999,0.49147986103959784,1.1492216169811416,0.03299960931721702,1.9425961838699897,0.10789001272424714,-15.200299557443268,42621.698000815915,20095824.098994326,-428.3180326063883,-0.010049295375284881,-0.016523507032376438,-0.012866999359155615,0.09502301336509153,-0.0005075396629287629,4.517914363562672e-05,0.0,1269.8729700875767,1.619200012561263,-0.00035663289522515704,0.00014267145918322912,0.00033506917150048614,0.10822508189574763
0.1,1.6,1.4706208204067626,1.05,4.8,0.10101,1.0,11.152999999999999,0.4924035198978298,1.149122054375363,0.03299960931721716,1.9424278801124248,0.11161035799060048,-15.711931665707207,42621.698000815915,20095824.098994326,-424.574581448371,-0.009961465670378578,-0.017057127326927463,-0.013762482942070385,0.0978478750485301,-0.0005031038236824701,4.457288013980411e-05,0.0,1269.8729700875767,1.6190317088036967,-0.00036863692444647395,0.00012333093065865233,0.0003421625685629363,0.11195252055916342
0.10333333333333335,1.6533333333333335,1.4672670967048171,1.05,4.8,0.10101,1.0,11.152999999999999,0.49332717875606186,1.1490224917695844,0.03299960931721702,1.9422595763548436,0.11533070325695385,-16.135881238577063,36729.34128729561,17487819.02770634,-420.84837808615686,-0.01145809762266891,-0.01762831568140873,-0.014687428088959353,0.1006432751679945,-0.0005786912204328933,5.042692983917501e-05,0.0,1269.8729700875767,1.6188634050461168,-0.00043931855767199225,0.00010178545113549318,0.00034816567207744686,0.1156788689290313
0.10666666666666667,1.7066666666666668,1.4639133730028717,1.05,4.8,0.10101,1.0,11.152999999999999,0.4942508376142939,1.1489229291638057,0.031674172876781634,1.9420912725972708,0.1190510485233072,-16.472010494386872,36729.34128729561,17487819.02770634,-417.13942251974584,-0.011357116896186513,-0.01823672140191154,-0.015643829077847893,0.1034072194454593,-0.0005735911888418998,4.9964732384233275e-05,0.0,1269.8729700875767,1.6316843784048107,-0.00044847007643135736,7.81110875594039e-05,0.0003529629131093108,0.1194040114364165
0.11,1.76,1.4605596493009263,1.05,4.8,0.10101,1.0,11.152999999999999,0.49517449647252587,1.1488233665580272,0.031674172876781766,1.9419229688397057,0.12277139378966054,-16.719840735683906,36729.34128729561,17487819.02770634,-413.44736836841486,-0.011256596330831096,-0.018839753754632007,-0.016632535082022386,0.10613885870763815,-0.0005685143976886245,4.962395125671994e-05,0.0,1269.8729700875767,1.6315160746472444,-0.0004552175495035945,5.4012750867805226e-05,0.0003564862154673697,0.12312788000512791
0.11333333333333334,1.8133333333333335,1.4572059255989809,1.05,4.8,0.10101,1.0,11.152999999999999,0.4960981553307579,1.1487238039522485,0.031674172876781634,1.9417546650821247,0.12649173905601388,-16.879010194406288,36729.34128729561,17487819.02770634,-409.7718692514408,-0.011156526495975512,-0.019437437030013518,-0.017653260169612935,0.10883847888640094,-0.0005634603706792433,4.940508390895309e-05,0.0,1269.8729700875767,1.6313477708896647,-0.00045955112732295594,2.9618919485763828e-05,0.00035871639334346487,0.12685045544935736
0.11666666666666667,1.8666666666666667,1.4538522018970357,1.05,4.8,0.10101,1.0,11.152999999999999,0.49702181418898994,1.1486242413464698,0.031674172876781766,1.9415863613245596,0.13021208432236722,-16.9495121936753,36729.34128729561,17487819.02770634,-406.1129251688237,-0.011056907391619762,-0.020029795267016058,-0.01870571969753372,0.1115063646248335,-0.0005584291078137561,4.930813952203284e-05,0.0,1269.8729700875767,1.6311794671320983,-0.00046147062810347766,5.058339341058977e-06,0.0003596411202455135,0.13057172544261272
0.12000000000000001,1.9200000000000002,1.4504984781950903,1.05,4.8,0.10101,1.0,11.152999999999999,0.497945473047222,1.1485246787406913,0.031674172876781634,1.9414180575669786,0.1339324295887206,-16.931348776244768,36729.34128729561,17487819.02770634,-402.4705361205635,-0.010957739017763842,-0.02061685250459962,-0.019789630304776807,0.11414279928394379,-0.0005534206090921629,4.933311528705278e-05,0.0,1269.8729700875767,1.6310111633745186,-0.00046097610746156204,-1.9540240274008805e-05,0.0003592549362206348,0.13429168452494122
0.12333333333333334,1.9733333333333334,1.4471447544931448,1.05,4.8,0.10101,1.0,11.152999999999999,0.49886913190545396,1.1484251161349126,0.031674172876781766,1.9412369346219442,0.13765277485507393,-16.82453070430016,36729.34128729561,17487819.02770634,-398.8447021066603,-0.010859021374407755,-0.021198632781724194,-0.020904709912412105,0.11674806494266182,-0.0005484348745144637,4.947999640537626e-05,0.0,1269.8729700875767,1.6308300404294829,-0.0004580678584105082,-4.404807936393063e-05,0.00035755924769695645,0.1380103341027709
0.12666666666666668,2.026666666666667,1.4437856953240304,1.05,4.8,0.10101,1.0,11.152999999999999,0.4999334953591431,1.1483103867648639,0.031674172876781634,1.9410237661060863,0.1413731201214273,-16.629077800236818,36729.34128729561,17487819.02770634,-395.23542312711396,-0.010760754461551501,-0.021775160137349776,-0.022050677723587413,0.11932244239783989,-0.0005434719040806586,4.9748755620046234e-05,0.0,1269.8729700875767,1.6306168719136263,-0.0004527464206386049,-6.83364601385737e-05,0.00035456232664355633,0.14172768244807085
0.13,2.08,1.4404186339521772,1.05,4.8,0.10101,1.0,11.152999999999999,0.5012088893868105,1.148172910085398,0.031674172876781634,1.9407913712068985,0.14509346538778065,-16.345019799238155,36729.34128729561,17487819.02770634,-391.64269918192457,-0.010662938279195077,-0.02234645861043635,-0.023227254223528376,0.12186621116425227,-0.0005385316977907474,5.013935204344029e-05,0.0,1269.8729700875767,1.6303844770144384,-0.00044501260372158564,-9.227670078817874e-05,0.00035027930901884296,0.1454437446967995
0.13333333333333333,2.1333333333333333,1.437051572580324,1.05,4.8,0.10101,1.0,11.152999999999999,0.502484283414478,1.148035433405932,0.031674172876781904,1.9405589763077273,0.148813810654134,-15.972396517205846,36729.34128729561,17487819.02770634,-388.0665302710921,-0.010565572827338488,-0.02291255223994391,-0.024434161179538512,0.12437964947459548,-0.0005336142556447304,5.065173092635675e-05,0.0,1269.8729700875767,1.6301520821152646,-0.00043486749169472776,-0.00011574016999928039,0.00034473219246451074,0.1491585428465985
0.1366666666666667,2.186666666666667,1.4336845112084706,1.05,4.8,0.10101,1.0,11.152999999999999,0.5037596774421456,1.147897956726466,0.031674172876781634,1.9403265814085235,0.15253415592048736,-15.511256992316707,36729.34128729561,17487819.02770634,-384.50691639461655,-0.010468658105981727,-0.023473465064832454,-0.025671121640999224,0.12686303427948814,-0.0005287195776426071,5.128582483842431e-05,0.0,1269.8729700875767,1.6299196872160635,-0.000422312419680718,-0.00013859830096929243,0.0003379498332386821,0.15287210575372603
0.14,2.24,1.4303174498366173,1.05,4.8,0.10101,1.0,11.152999999999999,0.505035071469813,1.1477604800469998,0.031674172876781634,1.9400941865093355,0.1562545011868407,-14.961658967509342,36729.34128729561,17487819.02770634,-380.963857552498,-0.010372194115124803,-0.024029221124061962,-0.02693785993936974,0.12931664124747097,-0.0005238476637843782,5.204155437971334e-05,0.0,1269.8729700875767,1.6296872923168755,-0.00040734895979973543,-0.00016072260442210449,0.00032996794242824484,0.15658446912926893
0.14333333333333334,2.2933333333333334,1.426950388464764,1.05,4.8,0.10101,1.0,11.152999999999999,0.5063104654974805,1.1476230033675339,0.031674172876781634,1.9398617916101477,0.15997484645319404,-14.323668884805617,36729.34128729561,17487819.02770634,-377.43735374473636,-0.01027618085476771,-0.024579844456592427,-0.02823410168818719,0.13174074476500686,-0.0005189985140700433,5.291882818854412e-05,0.0,1269.8729700875767,1.6294548974176877,-0.0003899789210148471,-0.00018198468124382665,0.0003208290814771534,0.1602956755346712
0.14666666666666667,2.3466666666666667,1.4235833270929108,1.05,4.8,0.10101,1.0,11.152999999999999,0.5075858595251479,1.147485526688068,0.031674172876781904,1.9396293967109761,0.16369519171954738,-13.597361878776711,36729.34128729561,17487819.02770634,-373.9274049713316,-0.010180618324910448,-0.025125359101383842,-0.029559573783066555,0.13413561793648082,-0.0005141721284996021,5.391754295047148e-05,0.0,1269.8729700875767,1.6292225025185134,-0.00037020434895411344,-0.00020225623510966556,0.0003105826570410603,0.16400577437658845
0.15000000000000002,2.4000000000000004,1.4202162657210575,1.05,4.8,0.10101,1.0,11.152999999999999,0.5088612535528154,1.147348050008602,0.031674172876781634,1.9393970018117723,0.16741553698590075,-12.78282176915431,36729.34128729561,17487819.02770634,-370.4340112322838,-0.010085506525553019,-0.025665789097396204,-0.0309140044017007,0.13650153258420006,-0.0005093685070730553,5.503758340844475e-05,0.0,1269.8729700875767,1.6289901076193123,-0.00034802752570941935,-0.00022140908510069322,0.000299284915168784,0.16771482190106954
0.15333333333333335,2.4533333333333336,1.4168492043492042,1.05,4.8,0.10101,1.0,11.152999999999999,0.5101366475804828,1.1472105733291358,0.031674172876781634,1.9391618685701135,0.1711358822522541,-11.880141052587728,36729.34128729561,17487819.02770634,-366.95717252759295,-0.009990845456695423,-0.026201158483589494,-0.03229712300386031,0.13883875924839378,-0.0005045876497904024,5.627882237414231e-05,0.0,1269.8729700875767,1.6287549743776535,-0.0003234509696120517,-0.00023931517830926574,0.0002869989348111851,0.17142288118706528
0.15666666666666668,2.506666666666667,1.41348097289193,1.05,4.8,0.10101,1.0,11.152999999999999,0.5114420979101254,1.1470698568347555,0.031674172876781634,1.938887425490801,0.17485622751860744,-10.889420966568345,36729.34128729561,17487819.02770634,-363.496888857259,-0.009896635118337658,-0.02673149129892371,-0.033708660331394,0.14114756718721344,-0.0004998295566516434,5.764112064007163e-05,0.0,1269.8729700875767,1.628480531298341,-0.0002964774369731185,-0.00025584660248487026,0.0002737946206566749,0.17513002213926412
0.16,2.56,1.4100971145458416,1.05,4.8,0.10101,1.0,11.152999999999999,0.5131489603766157,1.146885871510136,0.031674172876781634,1.938576410916307,0.17857657278496078,-9.810772527710414,36729.34128729561,17487819.02770634,-360.05316022128204,-0.009802875510479727,-0.027256811582358837,-0.0351483484082282,0.14342822437673258,-0.0004950942276567786,5.912432555187229e-05,0.0,1269.8729700875767,1.628169516723847,-0.0002671099503519788,-0.00027087559948020616,0.00025974869527093953,0.1788363214802317
0.16333333333333333,2.6133333333333333,1.4067132561997533,1.05,4.8,0.10101,1.0,11.152999999999999,0.5148558228431059,1.1467018861855165,0.031674172876781904,1.9382653963418293,0.18229691805131412,-8.644317423028815,30985.162196888286,14964816.764280368,-356.625986619662,-0.011509573012836335,-0.027825143542980598,-0.036617200544903916,0.1456797175064102,-0.0005812909850132992,7.076722461064071e-05,0.0,1269.8729700875767,1.6278585021493666,-0.0002789824809726808,-0.0002854380643155304,0.0002449136642363866,0.1825418317155505
0.16666666666666669,2.666666666666667,1.403329397853665,1.05,4.8,0.10101,1.0,11.152999999999999,0.5165626853095961,1.1465179008608968,0.030391936436346245,1.9379543817673188,0.1860172633176675,-7.39011386920614,30985.162196888286,14964816.764280368,-353.21536805239884,-0.011399500374016788,-0.02843605216663002,-0.03811749909716021,0.14789976422050727,-0.0005757317663897179,7.281154343922428e-05,0.0,1269.8729700875767,1.6401134046911257,-0.0002385049276891731,-0.00029923772854651326,0.00022932230976006532,0.18624658562742755
0.17,2.72,1.3999455395075766,1.05,4.8,0.10101,1.0,11.152999999999999,0.5182695477760865,1.1463339155362773,0.030391936436346245,1.9376433671928248,0.18973760858402083,-6.047905463028377,30985.162196888286,14964816.764280368,-349.82096942836955,-0.011289951209727754,-0.029041104208863206,-0.03965022326717336,0.15008738531684748,-0.0005701989858473002,7.499930786412103e-05,0.0,1269.8729700875767,1.6398023901166316,-0.00019518714875843842,-0.0003108028505851162,0.0002130545609832219,0.18995066314500406
0.17333333333333334,2.7733333333333334,1.396561681161488,1.05,4.8,0.10101,1.0,11.152999999999999,0.5199764102425767,1.1461499302116578,0.030391936436346245,1.9373323526183308,0.19345795385037418,-4.617530172956426,30985.162196888286,14964816.764280368,-346.442455656451,-0.01118091470540189,-0.02964032729993333,-0.04121506144074126,0.1522428924096329,-0.0005646920971963225,7.733078199248104e-05,0.0,1269.8729700875767,1.6394913755421376,-0.00014902391485367619,-0.00031998181228143927,0.00019623363664011379,0.1936541874870143
0.17666666666666667,2.8266666666666667,1.3931778228153997,1.05,4.8,0.10101,1.0,11.152999999999999,0.5216832727090669,1.1459659448870383,0.030391936436346502,1.9370213380438532,0.19717829911672752,-3.0991713265291465,30985.162196888286,14964816.764280368,-343.07982673664316,-0.0110723908610392,-0.03023374878170509,-0.04281170346958495,0.15436659564714256,-0.0005592111004367848,7.980566700523437e-05,0.0,1269.8729700875767,1.6391803609676576,-0.00010002114259838806,-0.0003266230138134943,0.00017899084127758226,0.1973572899580051
